25332.3,16513.4,-51.823
25245.5,16539.5,-48.9841
25249.6,16550,-48.6982
25253.7,16562.8,-48.3296
25262.1,16588.3,-47.5994
25266.2,16601.1,-47.2339
25270.3,16612.4,-46.9197
24490.9,16666.1,-27.8842
24494.8,16671.5,-27.776
25278.7,16639.3,-46.1375
24498.6,16676.9,-27.6679
24502.4,16682.4,-27.5538
25282.9,16652.3,-45.7656
24506.3,16688.1,-27.4371
24521.6,16709.7,-26.998
25291.3,16680.4,-44.9418
24525.5,16715.3,-26.8831
24529.3,16720.7,-26.7731
25295.3,16690.5,-44.6698
24533.2,16726.1,-26.6625
24537,16731.3,-26.5612
25299.5,16703.5,-44.2974
24552.4,16753.4,-26.1074
24556.2,16759.1,-25.9881
25307.8,16728.9,-43.5681
25970.8,16490.6,-66.6568
25972.3,16517.6,-65.7235
25973.1,16537.5,-65.0302
25974.4,16563.6,-64.124
25978.3,16587.6,-63.3489
25980.5,16624.2,-62.0849
25980.9,16634.3,-61.7321
26735.2,16611.1,-79.121
26730.5,16612,-78.9856
26746.7,16621.2,-79.0111
25982.1,16660.5,-60.8191
26757.9,16631.8,-78.8776
26738.2,16637.6,-78.2377
26765.5,16639.6,-78.7658
26760.3,16640.7,-78.6112
26769.4,16644.1,-78.6905
26726.4,16647,-77.6416
26824.1,16644.7,-79.8706
26767.8,16649,-78.4812
26771.5,16653.6,-78.3969
26835.7,16654.3,-79.7794
26706,16664.8,-76.5562
24073.9,16851.5,-12.092
24081.4,16859,-11.9849
24089,16866.8,-11.8711
24560.1,16764.6,-25.8765
24563.9,16770.1,-25.7639
25312,16741.6,-43.2046
24567.7,16774.9,-25.6735
25316.1,16753.2,-42.8786
24579.3,16792.3,-25.306
24583.1,16797.1,-25.2173
24586.9,16802.6,-25.104
24590.8,16808.1,-24.9918
25324.4,16779.9,-42.1087
24594.8,16813.8,-24.877
25328.6,16792.7,-41.7383
24610,16835.9,-24.4192
24613.8,16841,-24.3183
24617.7,16846.5,-24.2075
24621.5,16851.9,-24.0977
25337.1,16821.3,-40.9002
24625.3,16857.5,-23.9827
25341.1,16831,-40.6409
24111.6,16889.8,-11.5454
24119.2,16897.6,-11.4343
25345.2,16844.1,-40.2661
24640.6,16879.1,-23.5431
24126.7,16905.4,-11.3205
24644.6,16884.8,-23.4251
24648.4,16890.3,-23.3123
24652.2,16895.8,-23.1998
25353.6,16869.4,-39.5389
24145.5,16924.3,-11.0571
24656.1,16901.2,-23.0902
24149.3,16928.4,-10.9924
25357.7,16882.1,-39.1757
24156.9,16936.1,-10.8816
24164.5,16943.9,-10.7709
24671.4,16922.8,-22.6553
25361.8,16893.5,-38.8596
24675.3,16928.4,-22.5392
24679.1,16933.8,-22.4273
24682.9,16939.4,-22.3122
24183.2,16962.8,-10.5053
24686.6,16944.4,-22.2131
24190.7,16970.5,-10.3941
25370.2,16920.3,-38.0831
24198.3,16978.2,-10.2844
24698.4,16962.3,-21.8323
25374.4,16933.3,-37.709
24205.7,16985.5,-10.1857
24702.2,16966.7,-21.7552
24706,16972.2,-21.6426
24709.8,16977.6,-21.5326
24220.9,17001.4,-9.94868
24713.7,16983.1,-21.4208
24228.5,17009,-9.8429
24717.5,16987.7,-21.3396
25382.9,16962,-36.8662
24236,17016.7,-9.732
25386.8,16971.5,-36.6127
24243.6,17024.2,-9.62919
24729.3,17005.7,-20.9543
24732.9,17010.5,-20.8638
25391,16984.6,-36.2372
24736.7,17016,-20.7479
24258.7,17040.1,-9.39178
24740.6,17021.5,-20.6356
24266.2,17047.5,-9.29047
24744.4,17027.1,-20.5202
24273.8,17055.2,-9.18108
25399.3,17010,-35.5091
24281.3,17062.8,-9.07363
24759.8,17048.7,-20.082
25403.5,17022.7,-35.1464
24763.6,17054.1,-19.975
24767.4,17059.6,-19.8634
24300,17081.8,-8.8036
25407.6,17034,-34.8292
24771.3,17065,-19.7511
24307.6,17089.6,-8.69341
24775.2,17070.8,-19.6326
24315.2,17097.3,-8.5823
24319,17101.3,-8.52455
25415.9,17060.8,-34.0538
25935.5,17042,-46.131
24790.5,17092.4,-19.192
25919.8,17045.9,-45.6504
25926.7,17043.2,-45.8988
25905.2,17049.4,-45.2053
25912.3,17046.8,-45.4518
24794.3,17098,-19.0768
25895,17051.9,-44.8887
24337.8,17120.4,-8.25414
25420.1,17073.8,-33.6797
25880.5,17055.5,-44.4422
25887.4,17052.9,-44.6864
24798.2,17103.4,-18.967
25864.9,17058.6,-43.9873
25873.2,17056.2,-44.2554
25848.8,17062.5,-43.4937
25859.5,17059.5,-43.8383
24345.3,17128.1,-8.14073
24802,17108.8,-18.8569
25423.8,17081.8,-33.4737
25832.8,17065.4,-43.0401
25841.6,17063.2,-43.3117
25813.1,17069.5,-42.4621
25823.9,17066.8,-42.7957
24805.8,17114.2,-18.7508
25793.5,17072.6,-41.9196
25805,17070,-42.2649
24352.9,17135.9,-8.02948
25769.9,17076.6,-41.2579
25783.4,17073.6,-41.664
25741.3,17080.5,-40.4921
25758.1,17077.4,-40.9732
25702.3,17085,-39.4743
25715.8,17083,-39.8428
25726.2,17081.5,-40.1255
25652.1,17089.8,-38.1986
25663.5,17088.5,-38.4987
25673,17087.2,-38.7529
25682.1,17086,-38.9965
25428.5,17101.3,-32.881
25601.8,17094.7,-36.9214
25613.2,17093.3,-37.2234
25617.7,17092.5,-37.3483
25629.6,17091,-37.6617
25552.5,17099.5,-35.6652
25566.4,17097.7,-36.0373
25579.5,17095.9,-36.3892
25511.8,17103.8,-34.6192
25532.7,17100.6,-35.1909
24821.1,17136,-18.3009
25475.7,17108,-33.6741
25486.3,17106.3,-33.9692
25494.2,17105.1,-34.1872
25443.7,17112.2,-32.825
25448.8,17110.9,-32.9799
25460.7,17109,-33.3104
24375.6,17158.9,-7.70338
25415.4,17116.2,-32.06
25431.5,17112.9,-32.5301
24825.1,17141.8,-18.1844
25390,17119.9,-31.3689
25403.8,17116.9,-31.7793
25367.4,17123.3,-30.753
25378.7,17120.6,-31.0942
24383.1,17166.7,-7.58993
24828.9,17147.3,-18.0715
25344.3,17127.3,-30.0981
25356.9,17124.2,-30.487
25324.3,17130.5,-29.5486
25335.5,17127.8,-29.8884
24832.7,17152.8,-17.9583
25304.1,17134.4,-28.9637
25314.5,17131.6,-29.2921
25286.1,17137.8,-28.4453
25296.4,17134.9,-28.7768
24394.2,17177.9,-7.43034
24836.6,17157.8,-17.8624
25268.5,17141.3,-27.9328
25278.5,17138.4,-28.26
25252.5,17144.2,-27.4785
25261,17141.9,-27.7473
25235.9,17148.1,-26.9762
25245.1,17145.1,-27.2829
25221.6,17151.2,-26.549
25228.9,17148.8,-26.7991
25206.9,17154.4,-26.1146
25214.6,17151.9,-26.3708
25193,17157.7,-25.6887
25200.5,17155.2,-25.9434
24848.1,17175.2,-17.4931
25178.4,17161.1,-25.2463
25186.2,17158.6,-25.5092
25163.4,17164.7,-24.7892
25171.9,17162.1,-25.0711
24851.9,17179.8,-17.4123
24416.9,17201,-7.10196
25139,17171.1,-24.0264
25147.9,17168.3,-24.3196
24855.8,17185.3,-17.2988
25129.4,17173.7,-23.7215
25121.9,17174.8,-23.5154
24424.5,17208.7,-6.99203
24859.6,17190.8,-17.187
25102.5,17180.7,-22.8809
25110.9,17177.9,-23.1635
25092.1,17183.6,-22.5462
24863.4,17196.4,-17.0703
25084.5,17186.5,-22.2761
24432,17216.5,-6.8801
25075.6,17187.9,-22.0307
25063.5,17191,-21.6555
25052.3,17196.1,-21.2271
25042.1,17197.6,-20.9499
25032,17201,-20.6069
25021.5,17204.5,-20.2473
25013.7,17206.4,-20.0103
24450.5,17235.5,-6.60484
25003.3,17209.8,-19.6581
24878.8,17218.7,-16.6087
24454.7,17239.6,-6.54952
24981.4,17218.5,-18.8676
24985.7,17215.8,-19.059
24882.7,17223.7,-16.5127
24974,17221.4,-18.6028
24462.2,17247.3,-6.4389
24886.5,17229.2,-16.4015
24957.6,17225.6,-18.0883
24948.2,17229.8,-17.7336
24890.3,17234.6,-16.2928
24940.3,17232,-17.4822
24469.8,17255.1,-6.32505
24931.5,17236.4,-17.1306
24894.2,17239.8,-16.1886
24923.1,17238.7,-16.8653
24915.4,17240.9,-16.6134
24908.3,17243.5,-16.3668
24889.6,17250.8,-15.6931
24883.5,17253.2,-15.477
24488.4,17273.8,-6.06438
24875.8,17255.9,-15.2113
24867.7,17260.8,-14.8569
24492.5,17278.1,-5.99976
24859.6,17263.6,-14.579
24852.4,17266.4,-14.3199
24845.2,17269.3,-14.0587
24838,17272.1,-13.8005
24503.6,17289.4,-5.83926
24830.8,17274.9,-13.5423
24823.8,17277.9,-13.2804
24507.6,17293.6,-5.7746
24816.7,17280.9,-13.0162
24809.7,17284,-12.7518
24802.6,17287.1,-12.486
24795.5,17290.2,-12.2181
24788.7,17293.5,-11.9517
24782,17296.7,-11.6882
24526.3,17312.3,-5.51618
24769.2,17300.8,-11.2627
24762.9,17303.9,-11.0101
24756.6,17307.4,-10.7506
24533.8,17320.2,-5.40061
24749.7,17310.9,-10.472
24742.9,17314.4,-10.1969
24541.4,17327.9,-5.28967
24731,17318.8,-9.77827
24724.8,17322.3,-9.51682
24545.4,17332,-5.2309
24718.1,17326.1,-9.23119
24706.5,17330.8,-8.81242
24700.1,17334.4,-8.54103
24693.8,17338.3,-8.26435
24682.5,17343.2,-7.83817
24564,17350.9,-4.96361
24676.2,17347.1,-7.56023
24664.9,17352.2,-7.13152
24571.5,17358.7,-4.84735
24653.9,17357.5,-6.70075
24647.7,17361.6,-6.41666
24579.1,17366.4,-4.73696
24636.7,17366.9,-5.98608
24626,17372.4,-5.55224
24615.1,17378.1,-5.11126
24609.3,17382.3,-4.82961
24598.6,17388.1,-4.38898
24588.2,17394,-3.94866
24572.9,17401.5,-3.34618
24562.6,17407.6,-2.90012
24552.5,17413.9,-2.45213
26692.4,16676.7,-75.8321
26682.3,16685.4,-75.2998
26869.3,16682.6,-79.5066
26780,16693.3,-77.1623
26786.4,16693,-77.3127
26664.7,16700.4,-74.375
25988.8,16731.1,-58.439
26884.5,16695.3,-79.3847
26640.2,16721.8,-73.0703
25989.9,16757.4,-57.5211
26619.6,16739.2,-71.9945
26577.1,16775.3,-69.7678
26553.7,16796.2,-68.5089
25996.6,16828.5,-55.1235
26533.2,16813.6,-67.4347
25997.7,16854.5,-54.2162
26511,16832.2,-66.283
26490.8,16849.8,-65.2088
26480.6,16858.7,-64.6666
26473.9,16864.5,-64.3084
26467.1,16870.3,-63.9523
26447.6,16888.3,-62.8795
26004.5,16926.3,-51.7933
26424.9,16906.8,-61.7204
26404.4,16924.1,-60.649
26005.6,16951.9,-50.8995
26362,16960.5,-58.4167
26338.4,16981.1,-57.1613
26318,16998.5,-56.088
26012.1,17018.3,-48.664
25997.5,17029.2,-47.9545
25973.6,17032.9,-47.2948
25987.2,17029.8,-47.7054
26021,17028.5,-48.495
26030.5,17030.5,-48.6323
26295.9,17017.2,-54.9333
25958.9,17036.2,-46.8556
25966,17033.7,-47.1016
26040.2,17032.7,-48.765
25944.6,17039.5,-46.4219
25951.4,17037,-46.6616
26047.9,17034.8,-48.8607
26061.4,17037.5,-49.0575
26067.5,17040.6,-49.0802
26275.6,17034.7,-53.8612
26078.7,17045.4,-49.1561
26088.9,17051.2,-49.1711
26107.4,17061.2,-49.2206
26252,17055.3,-52.6043
26144.9,17083.5,-49.2458
26209.7,17091.7,-50.3733
25911.3,16461.3,-66.4024
25862.8,16464.2,-65.2348
25807.1,16468.5,-63.8552
25766.9,16471.9,-62.853
25733.2,16474.4,-62.0202
25692.1,16478.5,-60.9741
25664.9,16480.9,-60.2883
25615.4,16487.8,-58.9581
25580.4,16489.6,-58.1231
25545,16492.2,-57.2535
25517,16495.9,-56.504
25484.5,16499.1,-55.6779
25454.8,16501.5,-54.9391
25429.8,16503.8,-54.3064
25400.3,16506.9,-53.5494
25372.8,16510.6,-52.8149
25355.4,16510.8,-52.4225
25310.7,16516.1,-51.2546
25296.5,16516.9,-50.9139
25266.7,16521.4,-50.0975
25936.8,16457.9,-67.0811
25981.4,16457.2,-68.0856
25961.8,16456.3,-67.6896
26001.9,16455.6,-68.5932
26033.3,16453.7,-69.3514
26061.5,16453,-69.997
26084.6,16452.6,-70.5176
26093.8,16453.8,-70.6762
25248.9,16521.7,-49.6967
25209.4,16525.6,-48.692
25166.3,16533.4,-47.4651
25132.1,16536.2,-46.6144
25092.2,16540,-45.5993
25067.9,16546.3,-44.8397
25032.1,16547.2,-44.0219
25007.9,16552.6,-43.3003
24981.9,16555.1,-42.6389
24952.1,16562.5,-41.7205
24924.3,16565.1,-41.0192
24896.6,16569.5,-40.2514
24861.3,16577,-39.2094
24835.7,16580.4,-38.5234
24796.9,16585.1,-37.504
24762.8,16593.4,-36.4577
24724.1,16600.8,-35.3422
24695.9,16606.2,-34.5326
24667.8,16612.4,-33.6905
24639.7,16619.6,-32.8156
24619,16625.7,-32.1453
24593,16630,-31.4194
24567.8,16636.1,-30.6469
24528.9,16646.7,-29.4136
24470.6,16662.6,-27.5631
24505.8,16654.6,-28.6258
24437.8,16671.2,-26.5346
24399.6,16684.3,-25.2289
24367.4,16696.5,-24.0869
24338.5,16707.7,-23.0511
24312.1,16718.8,-22.0729
24289.9,16729.9,-21.1888
24258.7,16742.7,-20.0429
24223.3,16762.1,-18.5701
24187.3,16775,-17.3182
24158.6,16790.2,-16.1436
24141.2,16804.4,-15.2541
24114.1,16818.8,-14.1466
24090.3,16832.2,-13.1422
24074.9,16835.7,-12.6795
